CUST_ID|CUST_FIRST_NAME|CUST_LAST_NAME|CUST_GENDER|CUST_YEAR_OF_BIRTH|CUST_MARITAL_STATUS|CUST_STREET_ADDRESS|CUST_POSTAL_CODE|CUST_CITY|CUST_CITY_ID|CUST_STATE_PROVINCE|CUST_STATE_PROVINCE_ID|COUNTRY_ID|CUST_MAIN_PHONE_NUMBER|CUST_INCOME_LEVEL|CUST_CREDIT_LIMIT|CUST_EMAIL|CUST_TOTAL|CUST_TOTAL_ID|CUST_SRC_ID|CUST_EFF_FROM|CUST_EFF_TO|CUST_VALID
34605|Gordon|Kkotzman|M|1935|married|97 North Pottawatomie Avenue|42408|Zeist|52530|Utrecht|52750|52770|387-729-5294|A: Below 30,000|1500|Kkotzman@company.com|Customer total|52772||01/01/98||I
37271|Gordon|Littlefield|M|1939|married|107 East Harnett Avenue|80999|Westminster|52506|England - Greater London|52589|52789|478-573-1636|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
40826|Gordon|Littlefield|M|1936||107 South Wakulla Avenue|34427|Galway City|51571|Galway|52608|52772|497-729-5991|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
44382|Gordon|Littlefield|M|1957|single|117 North Lassen Avenue|50840|Warsaw|52496|Warsaw|52765|52786|133-756-3337|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
1459|Gordon|Littlefield|M|1961|single|17 Caroline Court|67644|Joinville|51698|Santa Catarina|52734|52775|694-729-1177|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
37014|Gordon|Littlefield|M|1933|married|17 North Pottawatomie Court|83786|Nagoya|51971|Aichi|52543|52782|495-756-6132|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
48160|Gordon|Littlefield|M|1952||27 West Dixon Boulevard|52773|Santos|52293|Sao Paulo|52735|52775|237-191-5515|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
1716|Gordon|Littlefield|M|1979|single|37 Shasta Street|37400|Yokohama|52526|Kanagawa|52634|52782|424-368-9978|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
5271|Gordon|Littlefield|M|1970|married|37 South Harnett Street|64410|Zoetermeer|52531|Zuid-Holland|52771|52770|507-608-9789|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
8827|Gordon|Littlefield|M|1958||47 West Wakulla Road|80563|Diemen|51387|Noord-Holland|52683|52770|692-652-5847|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
12383|Gordon|Littlefield|M|1918|single|57 East Lassen Drive|81402|Lelystad|51793|Flevopolder|52599|52770|335-573-1571|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
15938|Gordon|Littlefield|M|1971|married|67 Austin Avenue|41579|Enschede|51453|Overijssel|52692|52770|602-729-2524|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
19493|Gordon|Littlefield|M|1931||67 North Morehouse Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|518-756-8299|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
15948|Gump|Hackett|M|1972|married|67 Barceloneta Avenue|31583|Didcot|51386|England - Oxfordshire|52592|52789|632-683-3122|J: 190,000 - 249,999|7000|Hackett@company.com|Customer total|52772||01/01/98||I
19503|Gump|Hackett|M|1958||67 North Muskingum Avenue|80841|Wolverhampton|52514|England - West Midlands|52593|52789|165-152-4682|J: 190,000 - 249,999|15000|Hackett@company.com|Customer total|52772||01/01/98||I
23058|Gump|Hackett|M|1956|single|77 West Catawba Avenue|34216|Murnau|51934|Bayern|52561|52776|295-524-7592|J: 190,000 - 249,999|11000|Hackett@company.com|Customer total|52772||01/01/98||I
26615|Gump|Hackett|M|1954|married|87 Preston Avenue|72059|Los Angeles|51806|CA|52567|52790|646-581-5439|J: 190,000 - 249,999|7000|Hackett@company.com|Customer total|52772||01/01/98||I
30170|Gump|Hackett|M|1973||87 South Dorchester Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|438-319-8093|J: 190,000 - 249,999|15000|Hackett@company.com|Customer total|52772||01/01/98||I
33725|Gump|Hackett|M|1964|single|97 West Silver Bow Avenue|53086|San Mateo|52290|CA|52567|52790|484-168-5758|J: 190,000 - 249,999|11000|Hackett@company.com|Customer total|52772||01/01/98||A
38170|Gump|Kindrid|M|1983||107 West Dorchester Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|111-152-6353|J: 190,000 - 249,999|15000|Kindrid@company.com|Customer total|52772||01/01/98||I
41725|Gump|Kindrid|M|1954|single|117 Silver Bow Avenue|69776|Hiseville|51663|KY|52632|52790|494-524-4253|J: 190,000 - 249,999|11000|Kindrid@company.com|Customer total|52772||01/01/98||I
45280|Gump|Kindrid|M|1959|married|117 South Hennepin Avenue|86319|Salamanca|52286|Salamanca|52733|52778|326-581-3008|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||I
10447|Gump|Kindrid|M|1955|married|17 East Barceloneta Court|46413|Belfast City|51175|Northern Ireland - County Antr|52686|52789|689-524-1151|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||I
45504|Gump|Kindrid|M|1958||17 South Muskingum Court|67272|Cloverdale|51334|CA|52567|52790|208-581-2988|J: 190,000 - 249,999|15000|Kindrid@company.com|Customer total|52772||01/01/98||I
49059|Gump|Kindrid|M|1959|single|27 North Catawba Boulevard|67843|Arbuckle|51069|CA|52567|52790|391-319-1870|J: 190,000 - 249,999|11000|Kindrid@company.com|Customer total|52772||01/01/98||I
2615|Gump|Kindrid|M|1953|married|37 East Preston Street|87340|Oxford|52041|England - Oxfordshire|52592|52789|587-168-4495|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||A
6170|Gump|Kindrid|M|1961||47 Dorchester Road|83124|Weston-super-Mare|52507|England - Avon|52588|52789|530-517-9121|J: 190,000 - 249,999|15000|Kindrid@company.com|Customer total|52772||01/01/98||A
9725|Gump|Kindrid|M|1957|single|47 North Silver Bow Road|59061|Sanibel|52292|FL|52595|52790|381-683-3773|J: 190,000 - 249,999|11000|Kindrid@company.com|Customer total|52772||01/01/98||A
13282|Gump|Kindrid|M|1985||57 West Hennepin Drive|50385|Wakefield|52493|England - West Yorkshire|52594|52789|588-152-6478|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||I
16837|Gump|Kindrid|M|1960||67 Washakie Avenue|34216|Murnau|51934|Bayern|52561|52776|318-524-2709|J: 190,000 - 249,999|15000|Kindrid@company.com|Customer total|52772||01/01/98||I
20392|Gump|Kindrid|M|1962|single|67 South Lemhi Avenue|61189|Evinston|51459|FL|52595|52790|406-581-1232|J: 190,000 - 249,999|11000|Kindrid@company.com|Customer total|52772||01/01/98||I
23948|Gump|Kindrid|M|1957|married|77 North Barceloneta Avenue|48346|Noma|51985|FL|52595|52790|249-319-3941|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||I
27503|Gump|Kindrid|M|1963||87 East Muskingum Avenue|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|394-168-9134|J: 190,000 - 249,999|15000|Kindrid@company.com|Customer total|52772||01/01/98||I
31059|Gump|Kindrid|M|1957|single|97 Catawba Avenue|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|105-517-7203|J: 190,000 - 249,999|11000|Kindrid@company.com|Customer total|52772||01/01/98||I
34615|Gump|Kindrid|M|1982|married|97 North Preston Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|479-683-2794|J: 190,000 - 249,999|7000|Kindrid@company.com|Customer total|52772||01/01/98||I
36392|Gump|Kugel|M|1954|single|107 Lemhi Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|532-319-2957|J: 190,000 - 249,999|11000|Kugel@company.com|Customer total|52772||01/01/98||I
39948|Gump|Kugel|M|1980|married|107 South Barceloneta Avenue|35799|Halifax|51646|England - West Yorkshire|52594|52789|440-168-5205|J: 190,000 - 249,999|7000|Kugel@company.com|Customer total|52772||01/01/98||I
43503|Gump|Kugel|M|1958||117 West Muskingum Avenue|72409|Oosterhout|52033|Noord-Brabant|52682|52770|362-517-5278|J: 190,000 - 249,999|15000|Kugel@company.com|Customer total|52772||01/01/98||I
28225|Gump|Kugel|M|1950|single|17 West Silver Bow Court|32855|Birmingham|51192|England - West Midlands|52593|52789|122-517-5512|J: 190,000 - 249,999|11000|Kugel@company.com|Customer total|52772||01/01/98||I
47281|Gump|Kugel|M|1968|married|27 East Hennepin Boulevard|75603|Palmdale|52102|FL|52595|52790|383-683-1854|J: 190,000 - 249,999|7000|Kugel@company.com|Customer total|52772||01/01/98||I
50836|Gump|Kugel|M|1953||27 South Washakie Boulevard|62145|Nuernberg|51996|Bayern|52561|52776|400-152-2950|J: 190,000 - 249,999|15000|Kugel@company.com|Customer total|52772||01/01/98||I
4393|Gump|Kugel|M|1974|single|37 North Lemhi Street|31132|Saint Marks|52279|FL|52595|52790|608-524-3894|J: 190,000 - 249,999|11000|Kugel@company.com|Customer total|52772||01/01/98||A
7948|Gump|Kugel|M|1956|married|47 West Barceloneta Road|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|668-581-8714|J: 190,000 - 249,999|7000|Kugel@company.com|Customer total|52772||01/01/98||I
11503|Gump|Kugel|M|1977||57 Muskingum Drive|83967|Tilburg|52369|Noord-Brabant|52682|52770|380-319-9248|J: 190,000 - 249,999|15000|Kugel@company.com|Customer total|52772||01/01/98||I
15059|Gump|Kugel|M|1970|single|57 South Catawba Drive|33415|Pala|52101|CA|52567|52790|174-168-1659|J: 190,000 - 249,999|11000|Kugel@company.com|Customer total|52772||01/01/98||I
18614|Gump|Kugel|M|1960|married|67 West Preston Avenue|59862|Malaga|51894|Malaga|52661|52778|509-517-2858|J: 190,000 - 249,999|7000|Kugel@company.com|Customer total|52772||01/01/98||I
17669|Gump|Kugel|M|1952||7 South Dorchester Circle|63736|Killarney|51728|Kerry|52637|52772|446-168-8862|J: 190,000 - 249,999|15000|Kugel@company.com|Customer total|52772||01/01/98||I
22170|Gump|Kugel|M|1961||77 East Dorchester Avenue|69138|Raamsdonksveer|52157|Noord-Brabant|52682|52770|448-683-4324|J: 190,000 - 249,999|15000|Kugel@company.com|Customer total|52772||01/01/98||I
25726|Gump|Kugel|M|1988|single|77 South Silver Bow Avenue|80841|Wolverhampton|52514|England - West Midlands|52593|52789|235-152-2695|J: 190,000 - 249,999|11000|Kugel@company.com|Customer total|52772||01/01/98||I
29281|Gump|Kugel|M|1979|married|87 North Hennepin Avenue|38103|Ratingen|52158|Nordrhein-Westfalen|52684|52776|462-524-9498|J: 190,000 - 249,999|7000|Kugel@company.com|Customer total|52772||01/01/98||I
35473|Gerald|Liue|M|1968|single|97 South Milwaukee Avenue|45704|Mackville|51890|KY|52632|52790|318-452-8415|D: 70,000 - 89,999|3000|Liue@company.com|Customer total|52772||01/01/98||I
37250|Gerald|Neila|M|1943||107 East Grundy Avenue|55646|Neuss|51975|Nordrhein-Westfalen|52684|52776|509-286-6229|D: 70,000 - 89,999|10000|Neila@company.com|Customer total|52772||01/01/98||I
40805|Gerald|Neila|M|1939|single|107 South Upton Avenue|91906|Clermont-l'Herault|51329|Languedoc-Roussillon|52645|52779|448-687-3206|D: 70,000 - 89,999|3000|Neila@company.com|Customer total|52772||01/01/98||I
44361|Gerald|Neila|M|1979|married|117 North La Guna Avenue|68644|Schwaebisch Gmuend|52300|Baden-Wuerttemberg|52559|52776|235-370-2540|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||I
1248|Gerald|Neila|M|1966|married|17 Bush Court|31583|Didcot|51386|England - Oxfordshire|52592|52789|265-687-8450|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||I
36803|Gerald|Neila|M|1934||17 North Pickaway Court|80841|Wolverhampton|52514|England - West Midlands|52593|52789|170-370-7442|D: 70,000 - 89,999|10000|Neila@company.com|Customer total|52772||01/01/98||I
48139|Gerald|Neila|M|1938|single|27 West De Baca Boulevard|34216|Murnau|51934|Bayern|52561|52776|332-452-6765|D: 70,000 - 89,999|3000|Neila@company.com|Customer total|52772||01/01/98||I
1695|Gerald|Neila|M|1948|married|37 Sanborn Street|72059|Los Angeles|51806|CA|52567|52790|551-462-2576|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||A
5250|Gerald|Neila|M|1967||37 South Grundy Street|38082|Greenwich|51591|England - Greater London|52589|52789|187-346-2729|D: 70,000 - 89,999|10000|Neila@company.com|Customer total|52772||01/01/98||I
8806|Gerald|Neila|M|1958|single|47 West Upton Road|53086|San Mateo|52290|CA|52567|52790|446-231-4646|D: 70,000 - 89,999|3000|Neila@company.com|Customer total|52772||01/01/98||A
12362|Gerald|Neila|M|1969|married|57 East La Guna Drive|83575|Paderborn|52099|Nordrhein-Westfalen|52684|52776|122-286-2532|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||I
15917|Gerald|Neila|M|1963||67 Alpine Avenue|86668|Norwich|51995|England - Norfolk|52591|52789|383-687-5026|D: 70,000 - 89,999|10000|Neila@company.com|Customer total|52772||01/01/98||I
19472|Gerald|Neila|M|1980|single|67 North Milwaukee Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|400-370-7378|D: 70,000 - 89,999|3000|Neila@company.com|Customer total|52772||01/01/98||I
23027|Gerald|Neila|M|1949|married|77 West Bush Avenue|91556|Leeds|51790|England - West Yorkshire|52594|52789|608-452-9819|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||I
26584|Gerald|Neila|M|1952||87 Pickaway Avenue|58488|Dolores|51391|CO|52569|52790|668-462-1873|D: 70,000 - 89,999|10000|Neila@company.com|Customer total|52772||01/01/98||I
30139|Gerald|Neila|M|1941|single|87 South De Baca Avenue|84773|Stuttgart|52331|Baden-Wuerttemberg|52559|52776|380-346-6579|D: 70,000 - 89,999|3000|Neila@company.com|Customer total|52772||01/01/98||I
33694|Gerald|Neila|M|1941|married|97 West Sanborn Avenue|55787|Montara|51919|CA|52567|52790|174-231-9433|D: 70,000 - 89,999|5000|Neila@company.com|Customer total|52772||01/01/98||I
36361|Gerald|Wood|M|1945|married|107 La Guna Avenue|81292|Nanterre|51972|Ile-de-France|52623|52779|320-346-4272|D: 70,000 - 89,999|5000|Wood@company.com|Customer total|52772||01/01/98||I
39917|Gerald|Wood|M|1942||107 South Alpine Avenue|33866|Bergen op Zoom|51181|Noord-Brabant|52682|52770|616-231-6997|D: 70,000 - 89,999|10000|Wood@company.com|Customer total|52772||01/01/98||I
43472|Gerald|Wood|M|1960|single|117 West Milwaukee Avenue|63736|Killarney|51728|Kerry|52637|52772|671-286-6702|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
27914|Gerald|Wood|M|1942|married|17 West Sanborn Court|59862|Malaga|51894|Malaga|52661|52778|664-286-4656|D: 70,000 - 89,999|5000|Wood@company.com|Customer total|52772||01/01/98||I
47250|Gerald|Wood|M|1955||27 East Grundy Boulevard|69138|Raamsdonksveer|52157|Noord-Brabant|52682|52770|431-687-4238|D: 70,000 - 89,999|10000|Wood@company.com|Customer total|52772||01/01/98||I
50805|Gerald|Wood|M|1982|single|27 South Upton Boulevard|80841|Wolverhampton|52514|England - West Midlands|52593|52789|504-370-8922|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
4362|Gerald|Wood|M|1973|married|37 North La Guna Street|38103|Ratingen|52158|Nordrhein-Westfalen|52684|52776|350-452-2738|D: 70,000 - 89,999|5000|Wood@company.com|Customer total|52772||01/01/98||I
7917|Gerald|Wood|M|1961||47 West Alpine Road|79889|Krefeld|51738|Nordrhein-Westfalen|52684|52776|324-462-5031|D: 70,000 - 89,999|10000|Wood@company.com|Customer total|52772||01/01/98||I
11472|Gerald|Wood|M|1930|single|57 Milwaukee Drive|38082|Greenwich|51591|England - Greater London|52589|52789|196-346-6095|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
15028|Gerald|Wood|M|1974|married|57 South Bush Drive|35799|Halifax|51646|England - West Yorkshire|52594|52789|695-231-8224|D: 70,000 - 89,999|5000|Wood@company.com|Customer total|52772||01/01/98||I
18583|Gerald|Wood|M|1940||67 West Pickaway Avenue|72409|Oosterhout|52033|Noord-Brabant|52682|52770|645-286-2193|D: 70,000 - 89,999|10000|Wood@company.com|Customer total|52772||01/01/98||I
14558|Gerald|Wood|M|1964|single|7 South De Baca Circle|33415|Pala|52101|CA|52567|52790|189-231-5647|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
22139|Gerald|Wood|M|1944|single|77 East De Baca Avenue|74487|Konstanz|51736|Baden-Wuerttemberg|52559|52776|609-687-9655|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
25695|Gerald|Wood|M|1937|married|77 South Sanborn Avenue|58334|Massy|51904|Ile-de-France|52623|52779|574-370-1575|D: 70,000 - 89,999|5000|Wood@company.com|Customer total|52772||01/01/98||I
29250|Gerald|Wood|M|1975||87 North Grundy Avenue|45704|Mackville|51890|KY|52632|52790|338-452-4020|D: 70,000 - 89,999|10000|Wood@company.com|Customer total|52772||01/01/98||I
32805|Gerald|Wood|M|1946|single|97 East Upton Avenue|40715|Ravensburg|52159|Baden-Wuerttemberg|52559|52776|687-462-9443|D: 70,000 - 89,999|3000|Wood@company.com|Customer total|52772||01/01/98||I
36362|Gerard|Clipp|M|1948|single|107 La Plata Avenue|60332|Ede|51442|Gelderland|52610|52770|372-122-8778|I: 170,000 - 189,999|11000|Clipp@company.com|Customer total|52772||01/01/98||I
39918|Gerard|Clipp|M|1950|single|107 South Amite Avenue|55406|Hoofddorp|51669|Noord-Holland|52683|52770|216-325-3640|I: 170,000 - 189,999|1500|Clipp@company.com|Customer total|52772||01/01/98||I
43473|Gerard|Clipp|M|1951|single|117 West Miner Avenue|34077|Schimmert|52297|Limburg|52646|52770|529-535-8401|I: 170,000 - 189,999|7000|Clipp@company.com|Customer total|52772||01/01/98||I
27925|Gerard|Clipp|M|1954|single|17 West Sandoval Court|81402|Lelystad|51793|Flevopolder|52599|52770|230-535-8076|I: 170,000 - 189,999|9000|Clipp@company.com|Customer total|52772||01/01/98||I
47251|Gerard|Clipp|M|1984|single|27 East Guayama Boulevard|75161|Groesbeek|51592|Gelderland|52610|52770|630-415-7902|I: 170,000 - 189,999|1500|Clipp@company.com|Customer total|52772||01/01/98||I
50817|Ginger|London|F|1976|married|27 South Vilas Boulevard|50385|Wakefield|52493|England - West Yorkshire|52594|52789|575-562-8705|F: 110,000 - 129,999|1500|London@company.com|Customer total|52772||01/01/98||I
4374|Ginger|London|F|1946||37 North Lamoille Street|34216|Murnau|51934|Bayern|52561|52776|346-792-4863|F: 110,000 - 129,999|7000|London@company.com|Customer total|52772||01/01/98||I
7929|Ginger|London|F|1948|single|47 West Aroostook Road|61189|Evinston|51459|FL|52595|52790|136-673-3413|F: 110,000 - 129,999|9000|London@company.com|Customer total|52772||01/01/98||A
11484|Ginger|London|F|1943|married|57 Montague Drive|48346|Noma|51985|FL|52595|52790|611-569-6242|F: 110,000 - 129,999|1500|London@company.com|Customer total|52772||01/01/98||A
15040|Ginger|London|F|1977||57 South Calhoun Drive|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|185-485-5477|F: 110,000 - 129,999|7000|London@company.com|Customer total|52772||01/01/98||I
18595|Ginger|London|F|1948|single|67 West Poinsett Avenue|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|489-508-4884|F: 110,000 - 129,999|9000|London@company.com|Customer total|52772||01/01/98||I
15780|Ginger|London|F|1975|married|7 South Deschutes Circle|87340|Oxford|52041|England - Oxfordshire|52592|52789|401-485-7535|F: 110,000 - 129,999|1500|London@company.com|Customer total|52772||01/01/98||I
22151|Ginger|London|F|1949|married|77 East Deschutes Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|555-161-7668|F: 110,000 - 129,999|1500|London@company.com|Customer total|52772||01/01/98||I
25707|Ginger|London|F|1946||77 South Schuyler Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|605-562-6600|F: 110,000 - 129,999|7000|London@company.com|Customer total|52772||01/01/98||I
29262|Ginger|London|F|1962|single|87 North Hampshire Avenue|69776|Hiseville|51663|KY|52632|52790|505-792-2922|F: 110,000 - 129,999|9000|London@company.com|Customer total|52772||01/01/98||I
32817|Ginger|London|F|1968|married|97 East Vilas Avenue|86319|Salamanca|52286|Salamanca|52733|52778|161-673-5782|F: 110,000 - 129,999|1500|London@company.com|Customer total|52772||01/01/98||I
38151|Ginger|Macdonald|F|1940|married|107 West Deschutes Avenue|91700|Stornoway|52328|Scotland - Highlands and Islands|52737|52789|177-562-6167|F: 110,000 - 129,999|1500|Macdonald@company.com|Customer total|52772||01/01/98||I
41706|Ginger|Macdonald|F|1967||117 Schuyler Avenue|45704|Mackville|51890|KY|52632|52790|475-792-8845|F: 110,000 - 129,999|7000|Macdonald@company.com|Customer total|52772||01/01/98||I
45261|Ginger|Macdonald|F|1983|single|117 South Hampshire Avenue|40715|Ravensburg|52159|Baden-Wuerttemberg|52559|52776|273-673-7631|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||I
10258|Ginger|Macdonald|F|1941|single|17 East Aroostook Court|31132|Saint Marks|52279|FL|52595|52790|659-792-2301|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||A
45485|Ginger|Macdonald|F|1978|married|17 South Montague Court|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|386-673-1568|F: 110,000 - 129,999|1500|Macdonald@company.com|Customer total|52772||01/01/98||I
49040|Ginger|Macdonald|F|1979||27 North Calhoun Boulevard|92070|Bradford|51212|England - West Yorkshire|52594|52789|516-569-8745|F: 110,000 - 129,999|7000|Macdonald@company.com|Customer total|52772||01/01/98||I
2596|Ginger|Macdonald|F|1942|single|37 East Poinsett Street|90074|Bremen|51215|Bremen|52564|52776|678-485-2635|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||I
6151|Ginger|Macdonald|F|1955|married|47 Deschutes Road|59862|Malaga|51894|Malaga|52661|52778|128-508-8078|F: 110,000 - 129,999|1500|Macdonald@company.com|Customer total|52772||01/01/98||I
9706|Ginger|Macdonald|F|1937||47 North Schuyler Road|69138|Raamsdonksveer|52157|Noord-Brabant|52682|52770|699-161-4304|F: 110,000 - 129,999|7000|Macdonald@company.com|Customer total|52772||01/01/98||I
13263|Ginger|Macdonald|F|1945|single|57 West Hampshire Drive|80841|Wolverhampton|52514|England - West Midlands|52593|52789|684-562-4972|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||I
16818|Ginger|Macdonald|F|1947|married|67 Vilas Avenue|38103|Ratingen|52158|Nordrhein-Westfalen|52684|52776|597-792-5777|F: 110,000 - 129,999|1500|Macdonald@company.com|Customer total|52772||01/01/98||I
20373|Ginger|Macdonald|F|1939||67 South Lamoille Avenue|79889|Krefeld|51738|Nordrhein-Westfalen|52684|52776|582-673-9650|F: 110,000 - 129,999|7000|Macdonald@company.com|Customer total|52772||01/01/98||I
23929|Ginger|Macdonald|F|1944|single|77 North Aroostook Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|420-569-1359|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||I
27484|Ginger|Macdonald|F|1943|married|87 East Montague Avenue|52602|Blountstown|51200|FL|52595|52790|306-485-9627|F: 110,000 - 129,999|1500|Macdonald@company.com|Customer total|52772||01/01/98||I
31040|Ginger|Macdonald|F|1961||97 Calhoun Avenue|78558|Los Angeles|51806|CA|52567|52790|345-508-8889|F: 110,000 - 129,999|7000|Macdonald@company.com|Customer total|52772||01/01/98||I
34596|Ginger|Macdonald|F|1980|single|97 North Poinsett Avenue|74487|Konstanz|51736|Baden-Wuerttemberg|52559|52776|115-161-6970|F: 110,000 - 129,999|9000|Macdonald@company.com|Customer total|52772||01/01/98||I
37262|Ginger|Mahood|F|1958|single|107 East Hampshire Avenue|78558|Los Angeles|51806|CA|52567|52790|243-508-5143|F: 110,000 - 129,999|9000|Mahood@company.com|Customer total|52772||01/01/98||I
40817|Ginger|Mahood|F|1953|married|107 South Vilas Avenue|77076|Cantoria|51312|Almeria|52545|52778|669-161-1367|F: 110,000 - 129,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
44373|Ginger|Mahood|F|1959||117 North Lamoille Avenue|64852|Helmond|51657|Noord-Brabant|52682|52770|633-562-7083|F: 110,000 - 129,999|7000|Mahood@company.com|Customer total|52772||01/01/98||I
1370|Ginger|Mahood|F|1969||17 Calhoun Court|41847|Edgewood|51443|KY|52632|52790|303-161-2938|F: 110,000 - 129,999|7000|Mahood@company.com|Customer total|52772||01/01/98||A
36925|Ginger|Mahood|F|1960|single|17 North Poinsett Court|51080|Stein|52325|Limburg|52646|52770|562-562-6308|F: 110,000 - 129,999|9000|Mahood@company.com|Customer total|52772||01/01/98||I
48151|Ginger|Mahood|F|1971|married|27 West Deschutes Boulevard|55296|Clifton|51332|England - Avon|52588|52789|296-792-6676|F: 110,000 - 129,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
1707|Ginger|Mahood|F|1965||37 Schuyler Street|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|655-673-1991|F: 110,000 - 129,999|7000|Mahood@company.com|Customer total|52772||01/01/98||A
5262|Ginger|Mahood|F|1982|single|37 South Hampshire Street|48346|Noma|51985|FL|52595|52790|482-569-2048|F: 110,000 - 129,999|9000|Mahood@company.com|Customer total|52772||01/01/98||A
8818|Ginger|Mahood|F|1951|married|47 West Vilas Road|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|197-485-1661|F: 110,000 - 129,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
12374|Ginger|Mahood|F|1954||57 East Lamoille Drive|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|447-508-4173|F: 110,000 - 129,999|7000|Mahood@company.com|Customer total|52772||01/01/98||I
23048|Gordon|Littlefield|M|1938|single|77 West Caroline Avenue|32144|Georgetown|51579|Penang|52700|52769|542-191-6436|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
26605|Gordon|Littlefield|M|1928|married|87 Pottawatomie Avenue|52229|Kyoto|51740|Kyoto|52640|52782|458-368-8650|A: Below 30,000|3000|Littlefield@company.com|Customer total|52772||01/01/98||A
30160|Gordon|Littlefield|M|1972||87 South Dixon Avenue|59622|Nieuwegein|51983|Utrecht|52750|52770|547-608-8519|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
33715|Gordon|Littlefield|M|1943|single|97 West Shasta Avenue|43095|Renesse|52163|Zeeland|52770|52770|378-652-7899|A: Below 30,000|1500|Littlefield@company.com|Customer total|52772||01/01/98||I
39049|Gordon|Smith|M|1924|single|107 North Caroline Avenue|36360|Bolsward|51204|Friesland|52600|52770|633-368-9077|A: Below 30,000|1500|Smith@company.com|Customer total|52772||01/01/98||I
42604|Gordon|Smith|M|1923|married|117 East Pottawatomie Avenue|48557|Aladdin|51048|WY|52763|52790|673-608-4634|A: Below 30,000|3000|Smith@company.com|Customer total|52772||01/01/98||I
19236|Gordon|Smith|M|1951||17 East Wakulla Court|31246|Tijnje|52368|Friesland|52600|52770|296-608-8784|A: Below 30,000|1500|Smith@company.com|Customer total|52772||01/01/98||I
